"","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Date","Publisher","Conference.Name","fishy","RC6","RC0","RC7","RC1","RC4","RC2","RC3","RC10","NR","RC11","RC9","RC5"
"4108",2022,"Miller, Karen; Wilson, Nerida","Australian mesophotic coral examination","OCEANOGRAPHY","","1042-8275",NA,"2022","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4109",2006,"Micael, J.; Azevedo, J.M.N.; Costa, A.C.","Biological characterisation of a subtidal tunnel in Sao Miguel island (Azores)","Biodiversity and Conservation","","15729710","10.1007/s10531-005-1537-2","2006","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4110",2005,"Mills, Heath J.; Martinez, Robert J.; Story, Sandra; Sobecky, Patricia A.","Characterization of microbial community structure in Gulf of Mexico gas hydrates: Comparative analysis of DNA- and RNA-derived clone libraries","Applied and Environmental Microbiology","","00992240","10.1128/AEM.71.6.3235-3247.2005","2005","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4111",2016,"Miles, Travis; Seroka, Greg; Glenn, Scott","Coastal ocean mixing and advection during Hurricane Sandy and Arthur","OCEANS 2015 - MTS/IEEE Washington","","","10.23919/oceans.2015.7404404","2016","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4112",2023,"Miguez-Salas, Olmo; Bett, Brian J.; Torres-Montilla, Salvador; Rodriguez-Tovar, Francisco J.; Durden, Jennifer M.","Comparison of rosette-shape traces in abyssal terrains: Environmental and faunal implications","Deep-Sea Research Part I: Oceanographic Research Papers","","09670637","10.1016/j.dsr.2023.104051","2023","","",0,0,0,0,1,1,0,0,0,0,0,0,0
"4113",2018,"Mittelstaedt, Eric; Smart, Clara","Complementary acoustic and optical methods for characterization of diffuse venting, gas seeps, and biota distributions at hydrothermal systems: A case study at Kick'em Jenny Volcano, Grenada, West Indies","Deep-Sea Research Part II: Topical Studies in Oceanography","","09670645","10.1016/j.dsr2.2017.09.016","2018","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4114",2019,"Milich, Michael; Drimer, Nitai","Design and analysis of an innovative concept for submerging open-sea aquaculture system","IEEE JOURNAL OF OCEANIC ENGINEERING","","0364-9059","10.1109/JOE.2018.2826358","2019","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4115",2020,"Minami, Hiroki; Nagasawa, Ryosuke; Ohara, Yasuhiko","Detailed volcanic and tectonic morphology of Nakadomari Hill in the southern Okinawa Trough","Marine Geology","","00253227","10.1016/j.margeo.2019.106094","2020","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4116",2020,"Mizuno, Katsunori; Terayama, Kei; Tabeta, Shigeru; Sakamoto, Shingo; Matsumoto, Yoshinori; Sugimoto, Yusuke; Ogawa, Toshihiro; Sugimoto, Kenichi; Fukami, Hironobu; Sakagami, Masaaki; Deki, Mayumi; Kawakubo, Akihiro","Development of an efficient coral-coverage estimation method using a towed optical camera array system [speedy sea scanner (SSS)] and deep-learning-based segmentation: A sea trial at the kujuku-shima islands","IEEE JOURNAL OF OCEANIC ENGINEERING","","0364-9059","10.1109/JOE.2019.2938717","2020","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4117",2018,"Mizuno, Katsunori; Tabeta, Shigeru; Matsumoto, Yoshinori; Sakamoto, Shingo; Sugimoto, Yusuke; Ogawa, Toshihiro; Sugimoto, Kenichi; Jimenez, Lea A; Terayama, Kei; Fukami, Hironobu; Sakagami, Masaaki; Deki, Mayumi; Kawakubo, Akihiro","Development of a towed optical camera array system (SSS: Speedy Sea Scanner) for sea environmental monitoring","2018 OCEANS - MTS/IEEE Kobe Techno-Oceans, OCEANS - Kobe 2018","","","10.1109/OCEANSKOBE.2018.8558885","2018","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4118",2002,"Minghelli-Roman, Audrey; Chisholm, John R.; Marchioretti, Manuel; Jaubert, Jean M.","Discrimination of coral reflectance spectra in the Red Sea","Coral Reefs","","07224028","10.1007/s00338-002-0249-2","2002","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4119",2021,"Mitchell, Peter J.; Bolam, Stefan G.; Close, Hayden L.; Garcia, Clement; Monk, Jacquomo; Alliji, Khatija","Distribution of demersal fish assemblages along the west coast of St Lucia: Implications for planning no-take marine reserves","Aquatic Conservation: Marine and Freshwater Ecosystems","","10527613","10.1002/aqc.3518","2021","","",1,0,0,0,0,0,0,0,0,0,0,0,0
"4120",2020,"Mietkiewicz, Rafal","Dumped conventional warfare (munition) catalog of the Baltic Sea","Marine Environmental Research","","01411136","10.1016/j.marenvres.2020.105057","2020","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4121",2003,"Mikac, Barbara","Echinodermata in the littoral area of Mljet National Park","Periodicum Biologorum","","00315362",NA,"2003","","",0,0,0,0,0,0,0,0,0,1,0,0,0
"4122",2021,"Miksis-Olds, Jennifer L.; Rehm, Eric; Howe, Bruce M.; Worcester, Peter F.; Haralabus, Georgios; Sagen, Hanne","Envisioning a global multi-purpose ocean acoustic network","Marine Technology Society Journal","","00253324","10.4031/MTSJ.55.3.27","2021","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4123",2014,"Mihaljevic, Morana; Renema, Willem; Welsh, Kevin; Pandolfi, John M.","Eocene-miocene shallow-water carbonate platforms and increased habitat diversity in Sarawak, Malaysia","Palaios","","08831351","10.2110/palo.2013.129","2014","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4124",2013,"Misa WFXE, Drazen JC, Kelley CD, Moriwake VN","Establishing species–habitat associations for 4 eteline snappers with the use of a baited stereo-video camera system","Fish Bull","","","10.7755/FB.111.4.1","2013","","",1,0,0,0,0,0,0,0,0,0,0,0,0
"4125",2022,"Minami, Hiroki; Okada, Chiaki; Saito, Keita; Ohara, Yasuhiko","Evidence of an active rift zone in the northern Okinawa Trough","Marine Geology","","00253227","10.1016/j.margeo.2021.106666","2022","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4126",2021,"Miao, Yu-ji; Ding, Jun; Tian, Chao; Chen, Xu-jun; Fan, Ya-li","Experimental and numerical study of a semi-submersible offshore fish farm under waves","Ocean Engineering","","00298018","10.1016/j.oceaneng.2021.108794","2021","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4127",2009,"Mitasiunaite, Ieva; Rigotti, Christophe; Schicklin, Stephane; Meyniel, Laurene; Boulicaut, Jean-Francois; Gandrillon, Olivier","Extracting signature motifs from promoter sets of differentially expressed genes","In Silico Biology","","13866338","10.3233/ISB-2009-0381","2009","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4128",2020,"Mitchell, Emily G.; Durden, Jennifer M.; Ruhl, Henry A.","First network analysis of interspecific associations of abyssal benthic megafauna reveals potential vulnerability of abyssal hill community","Progress in Oceanography","","00796611","10.1016/j.pocean.2020.102401","2020","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4129",2016,"Miles, Travis; Lee, Sang Hoon; Wahlin, Anna; Ha, Ho Kyung; Kim, Tae Wan; Assmann, Karen M.; Schofield, Oscar","Glider observations of the dotson ice shelf outflow","Deep-Sea Research Part II: Topical Studies in Oceanography","","09670645","10.1016/j.dsr2.2015.08.008","2016","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4130",2023,"Mills, Kimberley; John, Eleanor H.; Muir, Duncan D.; Santodomingo, Nadiezhda; Johnson, Kenneth G.; Hussein, Muhammad Ali Syed; Sosdian, Sindia","Growth responses of mixotrophic giant clams on nearshore turbid coral reefs","Coral Reefs","","07224028","10.1007/s00338-023-02366-8","2023","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4131",2016,"Milligan, R.J.; Morris, K.J.; Bett, B.J.; Durden, J.M.; Jones, D.O.B.; Robert, K.; Ruhl, H.A.; Bailey, D.M.","High resolution study of the spatial distributions of abyssal fishes by autonomous underwater vehicle","Scientific Reports","","20452322","10.1038/srep26095","2016","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4132",2013,"Mifsud, Constantine","<i>Mitromorpha (Mitrolumna) diaoyuensis</i> n. sp. (Prosobranchia: Conidae), a new species from the Diaoyu (Senkaku) Islands, East China Sea","JOURNAL OF CONCHOLOGY","","0022-0019",NA,"2013","","",0,0,0,1,0,0,0,0,0,0,0,0,0
"4133",2013,"Mifsud, R.; Dimech, M.; Schembri, P.J.","Marine litter from circalittoral and deeper bottoms off the Maltese islands (Central Mediterranean)","Mediterranean Marine Science","","17916763","10.12681/mms.413","2013","","",0,0,0,1,0,0,0,0,0,0,0,0,0
"4134",2003,"Mitsuzawa, Kyohiko; Iwase, Ryoich; Hirata, Kenji; Mikada, Hitoshi; Otsuka, Riyo","Measurement of deep currents by ADCP attached on the real-time deep seafloor observatory","Oceans Conference Record (IEEE)","","01977385","10.1002/aqc.568","2003","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4135",2018,"Millar, Kyle R.; Gagnon, Patrick","Mechanisms of stability of rhodolith beds: Sedimentological aspects","Marine Ecology Progress Series","","01718630","10.3354/meps12501","2018","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4136",1995,"Mills, Claudia E.","Medusae, siphonophores, and ctenophores as planktivorous predators in changing global ecosystems","ICES Journal of Marine Science","","10543139","10.1016/1054-3139(95)80072-7","1995","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"4137",1996,"Mills, C.E.; Pugh, P.R.; Harbison, G.R.; Haddock, S.H.D.","Medusae, siphonophores and ctenophores of the Alboran Sea, south western Mediterranean","Scientia Marina","","02148358",NA,"1996","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"4138",2021,"Mirdita, Milot; Ji, Hyunjoo; Karin, Eli Levy; Sommer, Hans-Georg; Galiez, Clovis; Soeding, Johannes; Steinegger, Martin","MMseqs2 profile/profile: fast and ultra-sensitive searches beyond the twilight zone","BMC BIOINFORMATICS","","1471-2105",NA,"2021","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4139",2009,"Mizianty, Marcin J.; Kurgan, Lukasz","Modular prediction of protein structural classes from sequences of twilight-zone identity with predicting sequences","BMC Bioinformatics","","14712105","10.1186/1471-2105-10-414","2009","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4140",2020,"Mitchell, Emily G.; Harris, Simon","Mortality, population and community dynamics of the glass sponge dominated community ""The Forest of the Weird"" from the ridge seamount, johnston atoll, pacific ocean","Frontiers in Marine Science","","22967745","10.3389/fmars.2020.565171","2020","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4141",1985,"Miller, Stephen P.; Macdonald, Ken C.; Lonsdale, Peter F.","Near bottom magnetic profile across the Red Sea","Marine Geophysical Researches","","15730581","10.1007/BF00316777","1985","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4142",2001,"Mindell, D.; Bingham, B.","New archaeological uses of autonomous underwater vehicles","Oceans Conference Record (IEEE)","","01977385",NA,"2001","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4143",1973,"Miller, J.W.; Beaumariage, D.C.","NOAA's manned undersea science and technology program","Helgolander Wissenschaftliche Meeresuntersuchungen","","14383888","10.1007/BF01609496","1973","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4144",2018,"Milisen, Jeffrey W.; Matye, Sarah A.; Kobayashi, Donald R.","Nocturnal visual census of pelagic fauna using scuba near kona, hawai'i","PACIFIC SCIENCE","","0030-8870","10.2984/72.4.1","2018","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"4145",2018,"Miller, Michael J.; Miwa, Tetsuya; Watanabe, Shun; Kuroki, Mari; Higuchi, Takatoshi; Takeuchi, Aya; Serizawa, Kenta; Okino, Tatsufumi; Tsukamoto, Katsumi","Observation of a gelatinous octopod, haliphron atlanticus, along the southern west mariana ridge: A unique cephalopod of continental slope and mesopelagic communities","Journal of Marine Biology","","16879481","10.1155/2018/6318652","2018","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"4146",2005,"Miyake, Hiroshi; Lindsay, Dhugal J.; Kitamura, Minoru; Nishida, Shuhei","Occurrence of the scyphomedusa parumbrosa polylobata kishinouye, 1910 in suruga bay, japan","Plankton Biology and Ecology","","13430874",NA,"2005","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"4147",2010,"Miranda, Elena A.; Dilek, Yildirim","Oceanic core complex development in modern and ancient oceanic lithosphere: Gabbro-localized versus peridotite-localized detachment models","Journal of Geology","","00221376","10.1086/648460","2010","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4148",2005,"Mills, Anne M.; Ward, Megan E.; Heyl, Taylor P.; Van Dover, Cindy L.","Parasitism as a potential contributor to massive clam mortality at the Blake Ridge Diapir methane-hydrate seep","Journal of the Marine Biological Association of the United Kingdom","","14697769","10.1017/S0025315405012683","2005","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4149",2017,"Minet, Qui Z. N.; Coudret, J.; Grall, J.; Cariou, T.; Davoult, D.; Martin, S.","Response of maerl (rhodolith) algae to global and local changes","Phycologia","","","","2017","","",0,1,0,0,0,0,0,0,0,0,0,0,0
"4150",2000,"Mitchell, Neil C.; Tivey, Maurice A.; Gente, Pascal","Seafloor slopes at mid ocean ridges from submersible observations and implications for interpreting geology from seafloor topography","Earth and Planetary Science Letters","","0012821X","10.1016/S0012-821X(00)00270-3","2000","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4151",2014,"Miles, Travis; Glenn, Scott; Schofield, Oscar; Kohut, Josh; Seroka, Greg","Sediment transport in hurricane sandy","neues archiv der gesellschaft für ältere deutsche geschichtskunde","","0197-7385",NA,"2014","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4152",2020,"Minami, Hiroki; Ohara, Yasuhiko","Tectonic, volcanic and hydrothermal features of a nascent rift graben in the southern Okinawa Trough","Marine Geology","","00253227","10.1016/j.margeo.2020.106348","2020","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4153",2013,"Miles, Travis; Glenn, Scott M.; Schofield, Oscar","Temporal and spatial variability in fall storm induced sediment resuspension on the Mid-Atlantic Bight","Continental Shelf Research","","02784343","10.1016/j.csr.2012.08.006","2013","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4154",2022,"Minami, Hiroki; Saitou, Keita; Ohara, Yasuhiko","The Amami Rift: Clarifying the roles of rifting and volcanism in the central Ryukyu Arc","Marine Geology","","00253227","10.1016/j.margeo.2022.106839","2022","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4155",2003,"Mitsuzawa, K","The application of ADCP to the measurement of current system at the hydrothermal active areas","Proceedings of the ieee/oes seventh working conference on current measurement technology","0-7803-7813-X","","10.1109/CCM.2003.1194322","2003","IEEE","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4156",2013,"Micallef, Aaron; Foglini, Federica; Le Bas, Timothy; Angeletti, Lorenzo; Maselli, Vittorio; Pasuto, Alessandro; Taviani, Marco","The submerged paleolandscape of the maltese Islands: Morphology, evolution and relation to quaternary environmental change","Marine Geology","","00253227","10.1016/j.margeo.2012.10.017","2013","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4157",2019,"Miorim, Felippe G; Santana, Bruno; Tomi, Giorgio De","Tool and instrument categorization for smaller classes of rovs: A proposal to meet the brazilian OG industry requirements","OCEANS 2018 MTS/IEEE Charleston, OCEAN 2018","","","10.1109/OCEANS.2018.8604615","2019","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4158",2019,"Mirizzi, N.; Negahdaripour, S.; Guaragnella, C.","Underwater forward-scan sonar video coding by background modeling and synthesis for real-time transmission","OCEANS 2018 MTS/IEEE Charleston, OCEAN 2018","","","10.1109/OCEANS.2018.8604666","2019","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4159",1998,"Mio, Karine; Doisy, Yves; Rigaud, Vincent","Underwater vehicle positioning with correlation sonar","Oceans Conference Record (IEEE)","","01977385",NA,"1998","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4160",2014,"Miller, Michael J.; Koyama, Sumihiro; Mochioka, Noritaka; Aoyama, Jun; Watanabe, Shun; Tsukamoto, Katsumi","Vertical body orientation by a snipe eel (Nemichthyidae, Anguilliformes) in the deep mesopelagic zone along the West Mariana Ridge","MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY","","1023-6244","10.1080/10236244.2014.926128","2014","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"4161",2022,"Mougel, Berengere; Agranier, Arnaud; Gente, Pascal; Hemond, Christophe","320,000 years of interaction between a fast-spreading ridge and nearby seamounts monitored using major, trace and isotope composition data from oceanic basalts: Zoom at 15.6Â°N on the East Pacific Rise","Data in Brief","","23523409","10.1016/j.dib.2022.108550","2022","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4162",2006,"Morrisey, D.J.; Cole, R.G.; Davey, N.K.; Handley, S.J.; Bradley, A.; Brown, S.N.; Madarasz, A.L.","Abundance and diversity of fish on mussel farms in New Zealand","Aquaculture (Amsterdam, Netherlands)","","00448486","10.1016/j.aquaculture.2005.06.047","2006","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4163",1998,"Monniot, Claude","Abyssal ascidians collected from the proximity of hydrothermal vents in the Pacific Ocean","Bulletin of Marine Science","","00074977",NA,"1998","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4164",2007,"Molnar, Levente; Toal, Daniel","A control system development for submersible sea cage system","Oceans Conference Record (IEEE)","","01977385","10.1109/OCEANS.2007.4449291","2007","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4165",2019,"Moura, Rodrigo L.; Moraes, Fernando C.; Amado-Filho, Gilberto M.; Neves, Leonardo M.; Kassuga, Alexandre D.; D'Agostini, Danielle; Bastos, Alex C.","A dark side of cleaning symbiosis: manned submersible observations","Marine Biodiversity","","18671616","10.1007/s12526-018-0852-2","2019","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4166",1991,"Morinaga, W.S.; Hoffman, R.T.","Advanced tethered vehicle","Oceans Conference Record (IEEE)","","01977385",NA,"1991","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4167",2014,"Morris, Kirsty J.; Bett, Brian J.; Durden, Jennifer M.; Huvenne, Veerle A. I.; Milligan, Rosanna; Jones, Daniel O. B.; McPhail, Stephen; Robert, Katleen; Bailey, David M.; Ruhl, Henry A.","A new method for ecological surveying of the abyss using autonomous underwater vehicle photography","LIMNOLOGY AND OCEANOGRAPHY-METHODS","","1541-5856","10.4319/lom.2014.12.795","2014","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4168",1993,"MOK, HK; LEE, JD; LEE, CP","A NEW RECORD OF SEAGRASS, HALOPHILA-DECIPIENS OSTENFELD (HYDROCHARITACEAE), IN TAIWAN","BOTANICAL BULLETIN OF ACADEMIA SINICA","","0006-8063",NA,"1993","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4169",2016,"Moura, Rodrigo L.; Amado-Filho, Gilberto M.; Moraes, Fernando C.; Brasileiro, Poliana S.; Salomon, Paulo S.; Mahiques, Michel M.; Bastos, Alex C.; Almeida, Marcelo G.; Silva, Jomar M.; Araujo, Beatriz F.; Brito, Frederico P.; Rangel, Thiago P.; Oliveira, Braulio C.V.; Bahia, Ricardo G.; Paranhos, Rodolfo P.; Dias, Rodolfo J.S.; Siegle, Eduardo; Figueiredo, Alberto G.; Pereira, Renato C.; Leal, Camille V.; Hajdu, Eduardo; Asp, Nils E.; Gregoracci, Gustavo B.; Neumann-Leitao, Sigrid; Yager, Patricia L.; Francini-Filho, Ronaldo B.; Froes, Adriana; Campeao, Mariana; Silva, Bruno S.; Moreira, Ana P.B.; Oliveira, Louisi; Soares, Ana C.; Araujo, Lais; Oliveira, Nara L.; Teixeira, Joao B.; Valle, Rogerio A.B.; Thompson, Cristiane C.; Rezende, Carlos E.; Thompson, Fabiano L.","An extensive reef system at the Amazon River mouth","Science Advances","","23752548","10.1126/sciadv.1501252","2016","","",0,0,0,0,0,0,1,0,0,0,0,0,0
"4170",2019,"Montgomery, Anthony D.; Fenner, Douglas; Toonen, Robert J.","Annotated checklist for stony corals of American Samoa with reference to mesophotic depth records","ZooKeys","","13132989","10.3897/zookeys.849.34763","2019","","",0,1,0,0,0,0,0,0,0,0,0,0,0
"4171",2021,"Moccia, Davide; Cau, Alessandro; Carugati, Laura; Follesa, Cristina","Assessing the environmental status of five sardinian black corals forests via mesophotic assemblages conservation status index (MACS)","2021 IEEE International Workshop on Metrology for the Sea: Learning to Measure Sea Health Parameters, MetroSea 2021 - Proceedings","978-1-6654-1458-6","","10.1109/MetroSea52177.2021.9611628","2021","Institute of Electrical and Electronics Engineers Inc.","",0,0,0,0,0,0,0,0,0,0,0,0,1
"4172",2018,"Mohamed, Hassan; Nadaoka, Kazuo; Nakamura, Takashi","Assessment of machine learning algorithms for automatic benthic cover monitoring and mapping using towed underwater video camera and high-resolution satellite images","Remote Sensing","","20724292","10.3390/rs10050773","2018","","",0,0,0,0,1,0,1,0,0,0,0,0,0
"4173",2022,"Mohamed, Hassan; Nadaoka, Kazuo; Nakamura, Takashi","Automatic semantic segmentation of benthic habitats using images from towed underwater camera in a complex shallow water environment","Remote Sensing","","20724292","10.3390/rs14081818","2022","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4174",2006,"Montanari, Monica; Edwards, Joseph R.; Schmidt, Henrik","Autonomous underwater vehicle-based concurrent detection and classification of buried targets using higher order spectral analysis","IEEE JOURNAL OF OCEANIC ENGINEERING","","0364-9059","10.1109/JOE.2006.872216","2006","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4175",2000,"Mojarrad, Mehran","AUV biomimetic propulsion","Oceans Conference Record (IEEE)","","01977385",NA,"2000","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4176",2011,"Moored, Keith W.; Fish, Frank E.; Kemp, Trevor H.; Bart-Smith, Hilary","Batoid fishes: Inspiration for the next generation of underwater robots","Marine Technology Society Journal","","00253324","10.4031/MTSJ.45.4.10","2011","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4177",2015,"Morgan, Nicole B.; Cairns, Stephen; Reiswig, Henry; Baco, Amy R.","Benthic megafaunal community structure of cobalt-rich manganese crusts on Necker Ridge","Deep-Sea Research Part I: Oceanographic Research Papers","","09670637","10.1016/j.dsr.2015.07.003","2015","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4178",2009,"Mooney, Catherine; Pollastri, Gianluca","Beyond the Twilight Zone: Automated prediction of structural properties of proteins by recursive neural networks and remote homology information","Proteins: Structure, Function and Bioinformatics","","10970134","10.1002/prot.22429","2009","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4179",2019,"Moya-Urbano, Elena; Urra, Javier; Marina, Pablo; Gallardo-Nunez, Marina; Garcia Raso, J. Enrique; Barcenas, Patricia; Serna Quintero, Jose M.; Giraldez, Ana; Garcia, Teresa; Baro, Jorge; Rueda, Jose L.","Biodiversity and spatio-temporal changes of benthic and demersal assemblages of circalittoral soft bottoms of the Bay of Malaga (northern Alboran Sea)","Journal of the Marine Biological Association of the United Kingdom","","00253154","10.1017/S0025315419000766","2019","","",0,0,0,1,0,0,0,0,0,0,0,0,0
"4180",2009,"Moline, Mark A.; Blackwell, Shelley M.; Case, James F.; Haddock, Steven H.D.; Herren, Christen M.; Orrico, Cristina M.; Terrill, Eric","Bioluminescence to reveal structure and interaction of coastal planktonic communities","Deep-Sea Research Part II: Topical Studies in Oceanography","","09670645","10.1016/j.dsr2.2008.08.002","2009","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"4181",2022,"Morgulis, Miri; Martinez, Stephane; Almuly, Ricardo; Einbinder, Shai; Zaslansky, Paul; Mass, Tali","Black corals (Antipatharia) of the northern Red Sea: ancient predators of the mesophotic reef","Marine Ecology Progress Series","","01718630","10.3354/meps14022","2022","","",0,0,0,0,0,0,0,0,0,1,0,0,0
"4182",2021,"Moissette, Pierre; Antonarakou, Assimina; Kontakiotis, George; Cornee, Jean-Jacques; Karakitsios, Vasileios","Bryozoan faunas at the Tortonian-Messinian transition. A palaeoenvironmental case study from Crete Island, eastern Mediterranean; [Faunes de bryozoaires a la limite Tortonien-Messinien. Etude de cas des paleoenvironnements de l'ile de Crete, Mediterranee orientale]","Geodiversitas","","12809659","10.5252/geodiversitas2021v43a26","2021","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4183",2000,"Moissette, Pierre","Changes in bryozoan assemblages and bathymetric variations. Examples from the Messinian of northwest Algeria","Palaeogeography, Palaeoclimatology, Palaeoecology","","00310182","10.1016/S0031-0182(99)00124-8","2000","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4184",2014,"Morton, Jason K.; Gladstone, William","Changes in rocky reef fish assemblages throughout an estuary with a restricted inlet","HYDROBIOLOGIA","","0018-8158","10.1007/s10750-013-1740-1","2014","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4185",2016,"Molina, Almudena Canovas; Montefalcone, Monica; Vassallo, Paolo; Morri, Carla; Bianchi, Carlo Nike; Bavestrello, Giorgio","Combining literature review, acoustic mapping and in situ observations: An overview of coralligenous assemblages in Liguria (NW mediterranean sea); [Combinando revision bibliografica, mapas acusticos y observaciones in situ: Sinopsis de las formaciones coraligenas en Liguria (NO del mar Mediterraneo)]","Scientia Marina","","02148358","10.3989/scimar.04235.23A","2016","","",0,1,0,0,0,0,0,0,0,0,0,0,0
"4186",2009,"Moore, Jon A.; Auster, Peter J.","Commensalism between juvenile cusk eels and pancake urchins on western north atlantic seamounts","BULLETIN OF THE PEABODY MUSEUM OF NATURAL HISTORY","","0079-032X","10.3374/014.050.0205","2009","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4187",1988,"Morrison, D","Comparing Fish and Urchin Grazing in Shallow and Deeper Coral Reef Algal Communities","Ecology","","","10.2307/1941634","1988","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"4188",2017,"M.O., Mota E.M.T.; Garcia T.M.; Freitas J.E.P.; Soares","Composition and cross-shelf distribution of ichthyoplankton in the Tropical Southwestern Atlantic","Regional Studies in Marine Science","","23524855","10.1016/j.rsma.2017.05.001","2017","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"4189",2018,"Modasshir, Md; Rahman, Sharmin; Youngquist, Oscar; Rekleitis, Ioannis","Coral identification and counting with an autonomous underwater vehicle","2018 IEEE International Conference on Robotics and Biomimetics, ROBIO 2018","","","10.1109/ROBIO.2018.8664785","2018","","",0,0,0,0,1,0,0,0,1,0,0,0,0
"4190",2009,"Mosig, Axel; Zhu, Liang; Stadler, Peter F.","Customized strategies for discovering distant ncRNA homologs","Briefings in Functional Genomics and Proteomics","","14774062","10.1093/bfgp/elp035","2009","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4191",2000,"Momma, Hiroyasu","Deep ocean technology at JAMSTEC","Marine Technology Society Journal","","00253324","10.4031/mtsj.33.4.6","2000","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"4192",2023,"Moser, Mary L.; Erickson, Daniel L.; Corbett, Steve; Barth, John A.; Erofeev, Anatoli; Pierce, Stephen D.","Detecting acoustically tagged green sturgeon in the Northeast Pacific Ocean","Environmental Biology of Fishes","","03781909","10.1007/s10641-022-01353-2","2023","","",1,0,0,0,0,0,0,1,0,0,0,0,0
"4193",2019,"Morency, Christopher; Stilwell, Daniel J.; Hess, Sebastian","Development of a simulation environment for evaluation of a forward looking sonar system for small AUVs","OCEANS 2019 MTS/IEEE Seattle, OCEANS 2019","","","10.23919/OCEANS40490.2019.8962650","2019","","",0,0,0,0,1,0,0,0,0,0,0,0,0
